rank,har_id,har_alt_id,surfaced,is_disease_gene,chrom,start,end,gene,gene_distance,gene_confidence,gene_assignment_method,total_score,width,phylop_mean,phylop_max,gene_conf_num,gene_n_disorders,plac_gene,plac_type,plac_atac,gwas_trait,gwas_snp,gwas_pval,gwas_distance,gwas_mapped_trait,gwas_study,gwas_pubmed,brain_dnase_overlap,brain_dnase_peak,temporal_gene,gene_peak_pcw,gene_midfetal_frac,gene_in_midfetal,n_substitutions,n_indels,aln_length,subst_rate,n_motifs_human,n_motifs_chimp,n_motif_gained,n_motif_lost,motif_disruption,motif_tfs,score_constraint,score_acceleration,score_gene,score_disease,score_brain,score_temporal,score_motif,contrib_constraint,contrib_acceleration,contrib_gene,contrib_disease,contrib_brain,contrib_temporal,contrib_motif
341,HAR_1228,HARsv2_1167,new,False,chr18,25042616,25043101,LINC01894,54637,,nearest_tss,0.223938203582652,485,2.83225830568553,8.88599967956543,0,0,,,,Educational attainment,rs4800615,3e-21,135,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LINC01894,,0.0,False,9,0,485,0.018556701030927835,158,175,3,20,23,-JDP2;-TBX20;-RUNX2;-ZNF528;-ELK1::HOXA1;-ZFP14;-ZNF75D;-BACH1;+Ppara;-TBX21;-BACH2;-BCL6;-E2F6;+FLI1::DRGX;-FOSL1::JUND;-FOSL2;-PBX3;-TBX18;-Tbx6;-THAP1;+ZFP42;-ZNF343;-ZNF784,0.31866649770228367,0.03935816428333888,0.2836089,0.40824110400111646,0.0,0.0,0.23232323232323232,0.057359969586411055,0.002755071499833722,0.062393958,0.08981304288024562,0.0,0.0,0.011616161616161616
345,HAR_2960,HARsv2_2822,new,False,chr8,70109742,70110738,PRDM14,38490,,nearest_tss,0.22126400883246294,996,5.337395506493172,8.894000053405762,0,0,,,,Major depressive disorder (broad),rs777451254,4e-09,15916,major depressive disorder,"Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.",38177345,False,,PRDM14,35.0,0.038570076954046274,False,5,0,996,0.0050200803212851405,220,223,1,4,5,-PAX3;-ZBTB17;-NR1D2;-ONECUT1;+ZNF410,0.7560731899706877,0.010647428423370903,0.28845299999999996,0.06102950963102143,0.0,0.038570076954046274,0.050505050505050504,0.13609317419472378,0.0007453199896359633,0.06345965999999999,0.013426492118824716,0.0,0.005014110004026016,0.0025252525252525255
346,HAR_635,HARsv2_0600,new,False,chr13,44045230,44045450,NRAD1,22896,,nearest_tss,0.22095736528334853,220,2.3507112518351345,8.857000350952148,0,0,,,,Response to paliperidone in schizophrenia (PANSS score),rs181534711,3e-08,23880,"trait in response to paliperidone, schizophrenia symptom severity measurement",Genome-wide association study of paliperidone efficacy.,27846195,True,AG80295,NRAD1,,0.0,False,4,0,220,0.01818181818181818,75,83,2,10,12,-ATF2;-ATF3;-CREB1;-Creb5;-CREM;-JUND;-FOSL2::JUN;+HIC2;-JDP2;-JUN::JUNB;-MEIS1;+ZNF416,0.23458651041520406,0.03856304985337244,0.2931312,0.006740499355771174,0.8,0.0,0.12121212121212122,0.04222557187473673,0.002699413489736071,0.06448886399999999,0.0014829098582696584,0.10400000000000001,0.0,0.0060606060606060615
355,HAR_2687,HARsv2_2557,new,False,chr6,147948850,147949102,SAMD5,440161,,nearest_tss,0.21756006511983528,252,2.5048333941832754,8.894000053405762,0,0,,,,Educational attainment (years of education),rs34286836,3e-10,3427,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,SAMD5,19.0,0.6571672860676513,True,4,1,253,0.015873015873015872,57,48,14,5,19,-RARA;+MGA;+TBX1;+ZNF184;+BHLHA15;+TBX21;+ARNT::HIF1A;+EOMES;-GCM2;+TBX3;-MXI1;+PPARG;+RORB;-RORC;+TBR1;+TBX18;+TBX2;-ZNF317;+ZNF354A,0.2614968355136005,0.03366615463389657,0.16795169999999998,0.1643496505375462,0.0,0.6571672860676513,0.1919191919191919,0.04706943039244808,0.0023566308243727603,0.03694937399999999,0.03615692311826016,0.0,0.08543174718879468,0.009595959595959595
356,HAR_771,ZOOHAR.120,new,False,chr14,32641925,32642197,NPAS3,296682,,nearest_tss,0.21618325666679417,272,4.112663396089547,8.871999740600586,0,0,,,,Educational attainment,rs12437429,2e-09,15141,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,NPAS3,37.0,0.36741234406462686,False,5,1,272,0.01845018450184502,60,61,6,7,13,+NFIC::TLX1;+ZFP14;+ZNF35;+ATF2;-Irf1;-Mafb;-MAFF;+NFIC;-NRL;-Sox11;-ZNF189;+ZNF680;-ZNF85,0.5422302031858351,0.039132246161171294,0.2109954,0.06861051621819907,0.0,0.36741234406462686,0.13131313131313133,0.09760143657345033,0.0027392572312819907,0.046418988,0.015094313568003795,0.0,0.04776360472840149,0.006565656565656566
361,HAR_162,HARsv2_0149,new,False,chr1,175735546,175735772,TNR,7824,,nearest_tss,0.21359645778906353,226,2.3521384048561202,8.902000427246094,0,0,,,,Fluid intelligence score (baseline),rs538998,4e-08,22805,intelligence,Combining cross-sectional and longitudinal genomic approaches to identify determinants of cognitive and physical decline.,40374629,False,,TNR,25.0,0.5920960529476226,False,5,0,226,0.022123893805309734,79,94,15,30,45,+NFIC::TLX1;-PHOX2A;+CEBPG;-ZSCAN4;+FOXN3;-ZNF558;-ALX3;+CEBPA;+CEBPB;+CEBPD;+CEBPE;+CEBPG;-DRGX;-HOXA1;-EMX1;-EMX2;-EN1;-HOXA2;-EVX1;-EVX2;+FOXP2;-GSX1;-HOXB2;-HOXB3;-HOXB5;-HOXC8;+IRF2;+IRF7;-ISX;-Lhx4;-Lhx8;+MEIS1;-MIXL1;-MNX1;-NKX6-2;+OSR1;+OSR2;-PDX1;-POU6F1;-PRRX1;-Shox2;+STAT1::STAT2;-TLX2;-UNCX;-VAX2,0.2348356968797494,0.04692406508706823,0.2976528,0.012990782655228097,0.0,0.5920960529476226,0.45454545454545453,0.04227042543835489,0.0032846845560947765,0.065483616,0.0028579721841501815,0.0,0.07697248688319094,0.022727272727272728
363,HAR_2931,HARsv2_2796,new,False,chr8,40828210,40828461,ZMAT4,69366,,nearest_tss,0.21310911939778915,251,2.4518592517996716,8.763999938964844,0,0,,,,Educational attainment,rs17561583,2e-10,12481,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,ZMAT4,35.0,0.5999357510203924,False,4,1,251,0.016,52,47,7,2,9,+ZNF558;-Hoxa13;+PAX1;+PAX9;+NFIC;-SATB1;+Six4;+Stat6;+ZNF682,0.2522473443526783,0.033935483870967745,0.2791902,0.0971371243874261,0.0,0.5999357510203924,0.09090909090909091,0.0454045219834821,0.0023754838709677422,0.061421844,0.02137016736523374,0.0,0.07799164763265101,0.004545454545454546
364,HAR_2379,HARsv2_2261,new,False,chr5,67083811,67084085,MAST4-AS1,79657,,nearest_tss,0.21214940360283951,274,2.3788264103844834,8.89799976348877,0,0,,,,Educational attainment (MTAG),rs10052424,1e-08,23007,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,MAST4-AS1,25.0,0.34288408087212946,False,96,64,306,0.39669421487603307,36,36,2,2,4,-BARX2;-NR2F1;+TBR1;+Yy1,0.23949552637636887,0.8413756331644895,0.2761029,0.012755200000000003,0.0,0.34288408087212946,0.04040404040404041,0.043109194747746396,0.05889629432151427,0.060742637999999995,0.002806144000000001,0.0,0.04457493051337683,0.0020202020202020206
365,HAR_163,HARsv2_0150,new,False,chr1,175753603,175753762,TNR,10008,,nearest_tss,0.21205078744667621,159,2.126430221103184,8.670000076293945,0,0,,,,Fluid intelligence score (baseline),rs538998,4e-08,4815,intelligence,Combining cross-sectional and longitudinal genomic approaches to identify determinants of cognitive and physical decline.,40374629,False,,TNR,25.0,0.5920960529476226,False,4,0,159,0.025157232704402517,28,27,5,4,9,-Pou5f1::Sox2;+RARA;+Rarb;+ZNF460;-ZFP14;-ZNF35;-HNF1A;+Lef1;+TCF7L2,0.19542617071030355,0.053357679042402115,0.2969976,0.11946193526003607,0.0,0.5920960529476226,0.09090909090909091,0.03517671072785464,0.0037350375329681484,0.065339472,0.026281625757207935,0.0,0.07697248688319094,0.004545454545454546
366,HAR_2188,HARsv2_2078,new,False,chr4,67047544,67047940,LOC101927237,374061,,nearest_tss,0.21184977840859504,396,2.9506503647448974,8.774999618530273,0,0,,,,Educational attainment,rs7682230,2e-08,414,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LOC101927237,,0.0,False,159,66,429,0.4380165289256198,153,133,21,1,22,+SREBF2;+HOXB2::ELK1;+IKZF2;+ZBTB11;+ZNF157;+ZNF175;+EHF;+ELF1;+ELF3;+Elf5;+ELK1::HOXB13;+ELK4;+Erg;+ETV1;+GABPA;+GFI1;+Ikzf3;+PKNOX1;-POU2F3;+SIX2;+ZBTB7A;+ZNF675,0.33933821138220027,0.9290189282857905,0.1877817,0.1514295012212843,0.0,0.0,0.2222222222222222,0.06108087804879605,0.06503132498000534,0.041311974,0.033314490268682544,0.0,0.0,0.011111111111111112
371,HAR_1560,HARsv2_1481,new,False,chr2,145729875,145730183,PABPC1P2,856874,,nearest_tss,0.2101239940947968,308,3.90593867451294,8.869000434875488,0,0,,,,Educational attainment,rs189887894,2e-10,15476,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,PABPC1P2,13.0,0.6874409991677679,True,4,0,308,0.012987012987012988,72,74,1,3,4,-ZNF418;-ZNF35;-ZNF558;+Ahr::Arnt,0.5061352632976011,0.02754503560955174,0.04293779999999999,0.07389839225703698,0.0,0.6874409991677679,0.04040404040404041,0.09110434739356818,0.001928152492668622,0.009446315999999998,0.016257646296548137,0.0,0.08936732989180983,0.0020202020202020206
374,HAR_203,HARsv2_0188,new,False,chr1,216712618,216713204,USH2A,289170,,nearest_tss,0.2082501768723813,586,3.3052144635515837,8.899999618530273,0,0,,,,Cognitive performance (MTAG),rs17043393,1e-11,14548,cognitive function measurement,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,USH2A,35.0,0.4715143847114659,False,4,0,586,0.006825938566552901,141,134,10,3,13,-HNF1B;+ZBTB17;+GATA2;-HMBOX1;-HNF1A;+ISL2;+MGA::EVX1;+Nkx3-2;+POU4F1;+POU4F2;+POU4F3;+SOX12;+ZNF214,0.401246481159265,0.014477595508092042,0.21324900000000002,0.0919776,0.0,0.4715143847114659,0.13131313131313133,0.0722243666086677,0.001013431685566443,0.04691478,0.020235072000000003,0.0,0.06129687001249057,0.006565656565656566
376,HAR_463,HARsv2_0438,new,False,chr11,115479497,115479787,CADM1,24629,,nearest_tss,0.20773297927857395,290,2.433150783175145,8.843000411987305,0,0,,,,Educational attainment (MTAG),rs314478,6e-09,18013,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,CADM1,12.0,0.5750248806068851,True,4,2,290,0.013888888888888888,114,117,10,13,23,-RORA;-NR1H2::RXRA;+FOXG1;-BCL6B;-Nr1h3;-Ppara;-BCL6;+CDX2;+Hoxa13;+HOXB13;-ETV5::HOXA2;+FOXE1;+Gfi1B;+HNF4A;+Hoxd13;-Nfatc2;-Nr1H2;-Nr1H4;-NR2C1;-NR2C2;-NR2F2;+PBX2;+ZNF324,0.24898077301446053,0.0294578853046595,0.29261129999999996,0.04595684577085558,0.0,0.5750248806068851,0.23232323232323232,0.0448165391426029,0.002062051971326165,0.064374486,0.010110506069588228,0.0,0.07475323447889506,0.011616161616161616
380,HAR_2750,HARsv2_2618,new,False,chr7,24491827,24491987,MPP6,81465,,nearest_tss,0.2066065522620297,160,1.6718484780367682,5.794000148773193,0,0,,,,Autism spectrum disorder (MTAG),rs6461809,8e-09,5407,autism spectrum disorder,Multi-trait analysis for genome-wide association study of five psychiatric disorders.,32606422,False,,MPP6,21.0,0.6956178663572882,True,4,0,160,0.025,27,27,3,3,6,-MYF6;+IRF3;+Nfat5;+ZNF384;-ZNF582;-ZNF680,0.11605443149530865,0.053024193548387104,0.2755605,0.12691420630789346,0.0,0.6956178663572882,0.06060606060606061,0.020889797669155555,0.0037116935483870977,0.06062331,0.027921125387736563,0.0,0.09043032262644747,0.0030303030303030307
381,HAR_2145,HARsv2_2036,new,False,chr4,35517916,35517991,ARAP2,726524,,nearest_tss,0.20647623256973005,75,2.0691737739712583,7.685999870300293,0,0,,,,Educational attainment,rs55900829,9.999999999999999e-26,4826,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,ARAP2,25.0,0.36738201034257,False,4,0,75,0.05333333333333334,7,26,1,20,21,-MEF2B;-MEF2D;-Atf3;-MAFK;-BATF;-BATF::JUN;-Jun;-BATF3;-BNC2;-HOXB13;-FOS;-Mafg;+NEUROG2;-Ptf1A;-STAT1;-STAT3;-Stat4;-Stat5a;-Stat5a::Stat5b;-Stat5b;-TBP,0.18542897249579374,0.11311827956989248,0.08204280000000001,0.40348,0.0,0.36738201034257,0.21212121212121213,0.03337721504924287,0.007918279569892474,0.018049416000000002,0.0887656,0.0,0.047759661344534104,0.010606060606060607
382,HAR_1074,HARsv2_1018,new,False,chr16,62700650,62701056,CDH8,664212,,nearest_tss,0.2064583504800843,406,3.2214884485793576,8.902000427246094,0,0,,,,Educational attainment,rs12050945,9e-12,14563,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,CDH8,24.0,0.6722692248779201,True,4,0,406,0.009852216748768473,153,158,3,8,11,-IRF9;-ZNF558;-Hoxa13;+Hnf1A;-IRF2;-IRF4;-IRF7;+Lef1;+Mecom;-STAT1::STAT2;-Stat2,0.38662759351749854,0.020896233910694423,0.10073639999999999,0.0922276567431854,0.0,0.6722692248779201,0.1111111111111111,0.06959296683314974,0.0014627363737486098,0.022162007999999997,0.020290084483500788,0.0,0.0873949992341296,0.005555555555555556
385,HAR_2187,HARsv2_2077,new,False,chr4,66950054,66950476,LOC101927237,471525,,nearest_tss,0.20530874659448242,422,3.090247672415723,8.902999877929688,0,0,,,,Fluid intelligence,rs35185289,2e-08,561,intelligence,Shared genetic architecture between the topology of brain white matter structural connectome and fluid intelligence.,42092107,False,,LOC101927237,,0.0,False,139,96,470,0.3716577540106952,92,103,11,22,33,-RORA;+PKNOX2;+TGIF1;+TGIF2;-TCF7L1;+Pgr;+IKZF2;-Nr1h3;-Ppara;+JUN;+HOXB13;-ESRRA;-ESRRB;-Esrrg;-Gfi1B;+Mafb;+MAFF;-MEIS2;-Nr1H2;-Nr1H4;-NR2C1;-NR2C2;-NR2C2;-NR2F1;-NR2F1;-NR2F2;-NR5A1;-Nr5A2;+NRL;-PBX2;-PPARD;-Pparg::Rxra;+ZNF680,0.36371244389057744,0.7882741072968777,0.1585425,0.15052410234877436,0.0,0.0,0.3333333333333333,0.06546823990030394,0.05517918751078145,0.03487935,0.03311530251673036,0.0,0.0,0.016666666666666666
386,HAR_1760,HARsv2_1672,new,False,chr20,43325280,43325346,SRSF6,132550,,nearest_tss,0.20495346448568413,66,1.7177424213203432,6.945000171661377,0,0,,,,Educational attainment (years of education),rs4369924,6e-11,398,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,SRSF6,8.0,0.5670493698343669,False,2,5,66,0.03278688524590164,9,12,1,4,5,-FOXN3;-DMRTA2;-DMRTC2;-NFYA;+SOX10,0.12406769237393456,0.06953992596509784,0.260235,0.20118233835044927,0.0,0.5670493698343669,0.050505050505050504,0.02233218462730822,0.004867794817556849,0.057251699999999996,0.04426011443709884,0.0,0.07371641807846771,0.0025252525252525255
389,HAR_3120,HARsv2_2974,new,False,chr9,24059724,24059996,ELAVL2,236592,,nearest_tss,0.20302553765588027,272,2.003744762249059,8.791999816894531,0,0,,,,Educational attainment,rs72700025,7e-11,10205,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,ELAVL2,12.0,0.6780645181517501,True,4,0,272,0.014705882352941176,79,78,5,4,9,+BARHL1;+BARHL2;+ERF::FOXO1;+IKZF1;+PRDM9;-SRY;-THAP1;-ZNF354A;-ZNF701,0.1740048127385672,0.03119070208728653,0.2290224,0.12019341959839125,0.0,0.6780645181517501,0.09090909090909091,0.03132086629294209,0.0021833491461100574,0.050384927999999995,0.026442552311646075,0.0,0.0881483873597275,0.004545454545454546
392,HAR_121,HARsv2_0106,new,False,chr1,96926010,96926538,DPYD-AS1,169385,,nearest_tss,0.20103956417202534,528,1.671635712744293,8.855999946594238,0,0,,,,Educational attainment,rs4433451,9e-11,13404,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,DPYD-AS1,24.0,0.6665096258206885,True,9,0,528,0.017045454545454544,140,147,12,19,31,-PAX6;-RXRA::VDR;-PLAG1;+Rarb;-ZBTB24;+Atoh1;-Bach1::Mafk;+CDX2;+CDX4;+Hoxa13;-SOX2;+GRHL1;+GRHL2;+HAND2;+Hoxd13;-MAFG::NFE2L1;-Nfe2l2;-NR1H4::RXRA;+Ptf1A;-Sox11;-SOX13;-Sox3;-SOX4;-Sox5;-SOX8;-SPIC;+TWIST1;-Vdr;+ZBTB18;-ZNF214;-ZNF384,0.11601728184826292,0.03615285923753665,0.24918449999999998,0.09319248308843328,0.0,0.6665096258206885,0.31313131313131315,0.020883110732687324,0.002530700146627566,0.054820589999999995,0.02050234627945532,0.0,0.0866462513566895,0.015656565656565657
394,HAR_1259,HARsv2_1196,new,False,chr18,38965057,38965228,MIR924,656948,,nearest_tss,0.2000705659131146,171,6.153488429502231,8.894000053405762,0,0,,,,Educational attainment (years of education),rs72902523,1e-10,20230,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,MIR924,,0.0,False,2,0,171,0.011695906432748537,62,57,8,3,11,+Alx4;+BARX2;+CDX2;+Hoxd13;+HOXD9;+Lhx3;+PHOX2B;+POU1F1;-SATB1;-ZNF354A;-ZNF684,0.8985661863311118,0.024806640256555365,0.10291560000000001,0.03816,0.0,0.0,0.1111111111111111,0.16174191353960013,0.0017364648179588758,0.022641432000000003,0.0083952,0.0,0.0,0.005555555555555556
395,HAR_633,HARsv2_0598,new,False,chr13,43235145,43235386,LINC00400,121981,,nearest_tss,0.19953653997167073,241,2.657591287875018,8.803999900817871,0,0,,,,Educational attainment,rs7985198,7e-09,13112,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LINC00400,9.0,0.5088451629491919,False,4,0,241,0.016597510373443983,73,75,3,5,8,+ZNF528;+IRF7;+MXI1;-RARA::RXRG;-Zic2;-ZNF354A;-ZNF675;-ZNF680,0.28816895749400623,0.03520278409851426,0.26340569999999996,0.07755637960024842,0.0,0.5088451629491919,0.08080808080808081,0.05187041234892112,0.0024641948868959983,0.05794925399999999,0.017062403512054652,0.0,0.06614987118339495,0.004040404040404041
400,HAR_2386,HARsv2_2268,new,False,chr5,77653076,77653225,OTP,14363,,nearest_tss,0.1966838238540596,149,1.0071758088790708,4.960000038146973,0,0,,,,Educational attainment,rs4549506,1e-08,12968,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,OTP,8.0,0.37028914128566204,False,56,32,165,0.42105263157894735,51,55,2,6,8,-HES7;+IRF6;+Zfp809;-EPAS1;-ARNT::HIF1A;-HIF1A;-HNF4A;-HNF4G,0.0,0.8930390492359932,0.2956911,0.07700480000000001,0.0,0.37028914128566204,0.08080808080808081,0.0,0.06251273344651953,0.06505204199999999,0.016941056000000003,0.0,0.04813758836713607,0.004040404040404041
401,HAR_782,HARsv2_0736,new,False,chr14,33218691,33219330,NPAS3,279813,,nearest_tss,0.19622737029456644,639,3.6000914508265085,8.862000465393066,0,0,,,,Externalizing behaviour (multivariate analysis),rs373408008,4e-09,14684,"social inhibition quality, attention deficit-hyperactivity disorder, substance abuse",Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.,34446935,False,,NPAS3,37.0,0.36741234406462686,False,5,0,639,0.00782472613458529,142,146,1,5,6,-SOX18;-MYB;-Nfat5;-NFATC4;-ZBTB18;+ZNF410,0.45273314927006325,0.01659599172093493,0.2160561,0.0693065193035686,0.0,0.36741234406462686,0.06060606060606061,0.08149196686861138,0.0011617194204654453,0.047532342,0.015247434246785091,0.0,0.04776360472840149,0.0030303030303030307
403,HAR_1704,HARsv2_1618,new,False,chr2,236180712,236180877,GBX2,12326,,nearest_tss,0.19595678002760564,165,1.3004895298663732,8.411999702453613,0,0,,,,Educational attainment,rs68140214,2.0000000000000002e-23,10798,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,GBX2,8.0,0.4126008870563666,False,5,4,165,0.031055900621118012,64,59,9,4,13,+MEF2B;-Nr2e1;+MEF2D;-ZNF136;-Hoxa13;+FOXC2;+FOXD2;+FOXD3;+HMBOX1;+Lhx3;+MEF2C;+PHOX2B;-ZNF652,0.05121371574085093,0.06586856341414546,0.2963022,0.2578966176012641,0.0,0.4126008870563666,0.13131313131313133,0.009218468833353166,0.004610799438990182,0.065186484,0.0567372558722781,0.0,0.05363811531732766,0.006565656565656566
404,HAR_76,HARsv2_0063,new,False,chr1,72413875,72414201,NEGR1,131336,,nearest_tss,0.19524486135989713,326,2.1038527906865943,8.873000144958496,0,0,,,,Fluid intelligence score (baseline),rs12724444,2e-12,24405,intelligence,Combining cross-sectional and longitudinal genomic approaches to identify determinants of cognitive and physical decline.,40374629,False,,NEGR1,12.0,0.6674056619279743,True,4,0,326,0.012269938650306749,95,82,20,7,27,+FOXG1;+Foxj2;+FOXL1;-MEF2B;+HSF2;+HSF4;-MEF2D;+POU3F3;+FOXO4;+FOXO6;+ZNF24;+ZNF766;-Hmga1;+BACH1;-CDX4;-HOXB13;+Foxo1;+FOXA1;+FOXC2;+FOXF2;+FOXH1;+Foxj3;+FOXK2;+Foxo3;+Foxq1;-HOXA10;-HOXD9,0.1914840636052489,0.026024144072828024,0.2605992,0.005568709722063955,0.0,0.6674056619279743,0.2727272727272727,0.034467131448944796,0.0018216900850979618,0.057331823999999997,0.0012251161388540702,0.0,0.08676273605063667,0.013636363636363636
406,HAR_2550,HARsv2_2424,new,False,chr6,19720918,19721039,LNC-LBCS,83721,,nearest_tss,0.19312184129533486,121,4.877789706469858,8.899999618530273,0,0,,,,Educational attainment,rs9465509,5e-14,22860,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LNC-LBCS,,0.0,False,2,0,121,0.01652892561983471,55,60,1,6,7,-ZNF35;-ESRRA;-ESRRB;-Esrrg;-NR5A1;-Nr5A2;+TCF7L2,0.6758242308834334,0.0350573180485204,0.27488369999999995,0.02277136335257674,0.0,0.0,0.0707070707070707,0.121648361559018,0.002454012263396428,0.06047441399999999,0.005009699937566883,0.0,0.0,0.0035353535353535356
407,HAR_1181,HARsv2_1120,new,False,chr17,52174410,52174617,CA10,14609,,nearest_tss,0.1918537601998859,207,2.672422503910135,8.857999801635742,0,0,,,,Educational attainment (years of education),rs17609255,8e-10,22194,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,CA10,25.0,0.4891119770554506,False,4,0,207,0.01932367149758454,96,95,4,3,7,-PAX6;+ZNF8;+ATF4;+JUN;+CEBPG;-FOXH1;-Nr2e3,0.29075854545994567,0.04098488390213496,0.29561729999999997,0.02042074359720049,0.0,0.4891119770554506,0.0707070707070707,0.05233653818279022,0.002868941873149447,0.06503580599999999,0.004492563591384107,0.0,0.06358455701720858,0.0035353535353535356
409,HAR_2420,HARsv2_2300,new,False,chr5,107361708,107361854,EFNA5,309084,,nearest_tss,0.1912734492310617,146,1.444953307905666,8.824000358581543,0,0,,,,Educational attainment,rs1121840,1e-16,11569,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,EFNA5,13.0,0.6847293025580808,True,4,0,146,0.0273972602739726,14,14,1,1,2,+Pou5f1::Sox2;-ZNF75A,0.0764376528906374,0.05810870525850641,0.20727479999999998,0.17191679999999998,0.0,0.6847293025580808,0.020202020202020204,0.013758777520314732,0.004067609368095449,0.045600456,0.037821695999999995,0.0,0.08901480933255052,0.0010101010101010103
413,HAR_886,HARsv2_0835,new,False,chr14,98108751,98109242,LINC01550,130627,,nearest_tss,0.18943528643236113,491,2.6957823795744997,8.895000457763672,0,0,,,,Educational attainment,rs17096452,3e-19,3405,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LINC01550,,0.0,False,5,1,491,0.01020408163265306,205,203,8,6,14,+KLF5;-HNF1B;+SP4;+KLF12;+KLF10;-Gata3;-GATA5;-GATA6;-HMBOX1;-HNF1A;+KLF1;+KLF4;+MAZ;+ZNF148,0.29483727054648257,0.02164252797893351,0.2608119,0.3200012532034631,0.0,0.0,0.1414141414141414,0.05307070869836686,0.0015149769585253458,0.057378618,0.07040027570476189,0.0,0.0,0.007070707070707071
415,HAR_471,ZOOHAR.170,new,False,chr11,116693780,116693852,LINC02702,54359,,nearest_tss,0.1889629210928451,72,4.585852847379797,8.852999687194824,0,0,,,,HDL x low social support interaction (2df test),rs4938305,3e-08,24062,"depressive symptom measurement, non-high density lipoprotein cholesterol measurement",Multi-ancestry genome-wide association analyses incorporating SNP-by-psychosocial interactions identify novel loci for serum lipids.,40537477,False,,LINC02702,,0.0,False,5,0,72,0.06944444444444445,9,6,4,1,5,+FOXN3;+FOXD2;+FOXE1;+MEIS1;-STAT1::STAT2,0.6248509205814496,0.14728942652329752,0.28369229999999995,0.005645168210458364,0.0,0.0,0.050505050505050504,0.11247316570466093,0.010310259856630827,0.06241230599999999,0.00124193700630084,0.0,0.0,0.0025252525252525255
416,HAR_3129,HARsv2_2982,new,False,chr9,25134363,25134748,TUSC1,543697,,nearest_tss,0.1887771406516999,385,2.567420761452275,8.840999603271484,0,0,,,,Schizophrenia,rs71508628,3e-08,5615,schizophrenia,Gene-level analysis reveals the genetic aetiology and therapeutic targets of schizophrenia.,39753749,False,,TUSC1,8.0,0.548498329228257,False,4,0,385,0.01038961038961039,78,62,19,3,22,+ELF4;-Nr2e1;+EHF;+ELF1;+ELF2;+ELF3;+ERF;+ERF::FOXI1;+ERF::FOXO1;+Erg;+ETS1;+ETV2;+ETV5::FOXO1;+FLI1;+GABPA;+IKZF1;+Irf1;+SPIC;+Stat2;-ZBTB6;+ZNF354A;-ZNF652,0.2724248331043492,0.02203602848764139,0.1368909,0.11666480358180746,0.0,0.548498329228257,0.2222222222222222,0.04903646995878285,0.0015425219941348975,0.030115998,0.02566625678799764,0.0,0.07130478279967342,0.011111111111111112
