rank,har_id,har_alt_id,surfaced,is_disease_gene,chrom,start,end,gene,gene_distance,gene_confidence,gene_assignment_method,total_score,width,phylop_mean,phylop_max,gene_conf_num,gene_n_disorders,plac_gene,plac_type,plac_atac,gwas_trait,gwas_snp,gwas_pval,gwas_distance,gwas_mapped_trait,gwas_study,gwas_pubmed,brain_dnase_overlap,brain_dnase_peak,temporal_gene,gene_peak_pcw,gene_midfetal_frac,gene_in_midfetal,n_substitutions,n_indels,aln_length,subst_rate,n_motifs_human,n_motifs_chimp,n_motif_gained,n_motif_lost,motif_disruption,motif_tfs,score_constraint,score_acceleration,score_gene,score_disease,score_brain,score_temporal,score_motif,contrib_constraint,contrib_acceleration,contrib_gene,contrib_disease,contrib_brain,contrib_temporal,contrib_motif
238,HAR_3194,HARsv2_3046,shared,True,chr9,113797523,113797735,COL27A1,357802,definitive,nearest_tss,0.2812999811283713,212,3.572039276593004,8.894000053405762,5,1,,,,Educational attainment,rs10122669,3e-08,4032,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,COL27A1,35.0,0.1650933841158483,False,3,0,212,0.014150943396226415,85,73,14,2,16,+CEBPD;+CEBPG;+SOX2;+HLF;+TBX3;+NFIL3;-OVOL1;-OVOL2;+SOX13;+Sox3;+SOX4;+Sox5;+SOX8;+TBR1;+TBX2;+ZNF652,0.4478351306152533,0.03001369446135119,0.642198,0.1261917772248305,0.0,0.1650933841158483,0.16161616161616163,0.0806103235107456,0.0021009586122945835,0.14128356,0.02776219098946271,0.0,0.02146213993506028,0.008080808080808083
239,HAR_2701,HARsv2_2571,shared,True,chr6,162728028,162728130,QKI,686588,limited,plac_linked,0.281169187154915,102,2.275094044387272,8.65999984741211,2,1,QKI,distal,True,Educational attainment,rs34725898,2e-09,21758,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,True,AG80295,QKI,25.0,0.25996699231253106,False,7,1,102,0.06930693069306931,42,43,8,9,17,+Znf423;-EWSR1-FLI1;-ZFP14;+CTCF;+KLF11;+KLF2;+KLF6;+KLF7;-MAZ;-SP5;+SP8;-ZKSCAN5;-ZNF281;+ZNF320;-ZNF530;-ZNF610;-ZNF701,0.2213834520846344,0.14699776429255831,0.2440236,0.0225616486032459,1.0,0.25996699231253106,0.1717171717171717,0.03984902137523419,0.010289843500479083,0.053685192,0.004963562692714098,0.13,0.03379570900062904,0.008585858585858586
240,HAR_1640,HARsv2_1556,shared,True,chr2,198318649,198318938,HSPD1,818592,strong,nearest_tss,0.2809131563592666,289,3.701005352361124,8.894000053405762,4,1,,,,Educational attainment,rs997467,1e-22,669,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,HSPD1,8.0,0.5116721108645828,False,4,0,289,0.01384083044982699,111,110,4,3,7,+ELF3;+ERF::FOXO1;+ETV1;+Ikzf3;-Nfatc1;-NFATC3;-NFATC4,0.4703531087117756,0.02935595490568144,0.136056,0.4282256,0.0,0.5116721108645828,0.0707070707070707,0.0846635595681196,0.002054916843397701,0.029932320000000002,0.094209632,0.0,0.06651737441239576,0.0035353535353535356
241,HAR_483,HARsv2_0456;ZOOHAR.38,shared,True,chr11,127143567,127143760,KIRREL3,142697,limited,plac_linked,0.28062496446287716,193,2.9741528609728385,8.902999877929688,2,1,KIRREL3,distal,False,Major depressive disorder (broad),rs57344483,1e-10,8906,major depressive disorder,"Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.",38177345,False,,KIRREL3,17.0,0.6510990932767579,True,8,0,193,0.04145077720207254,40,32,14,6,20,+Pou5f1::Sox2;+FOXN3;+Sox7;+ZNF766;+ZSCAN21;+Bcl11B;+FOXP2;-Foxq1;-GCM2;+MXI1;-NFATC4;+REST;-RORB;+Runx1;+Sox17;+Sox5;+SOX8;+SRY;-ZFP42;-ZNF384,0.3434418385734775,0.08791576132375063,0.4071909,0.128752,0.0,0.6510990932767579,0.20202020202020202,0.061819530943225946,0.0061541032926625445,0.08958199800000001,0.02832544,0.0,0.08464288212597852,0.010101010101010102
242,HAR_3189,HARsv2_3042,shared,True,chr9,106890627,106890817,ZNF462,27462,strong,nearest_tss,0.28057204846684364,190,1.8077898255811757,8.468000411987305,4,1,,,,Educational attainment,rs149916490,9e-11,23477,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,ZNF462,9.0,0.6272837043609837,False,4,0,190,0.021052631578947368,82,87,5,10,15,+TBXT;-POU2F1::SOX2;-JUN;-ELK1::SREBF2;-Hnf1A;-Lef1;+Nr1h3::Rxra;+PBX3;+PKNOX1;-POU4F1;-POU4F2;-POU4F3;+TBX19;-TCF7;-TCF7L2,0.13979031915556883,0.04465195246179966,0.7294035,0.012239750926499121,0.0,0.6272837043609837,0.15151515151515152,0.02516225744800239,0.003125636672325977,0.16046877,0.0026927452038298066,0.0,0.08154688156692788,0.007575757575757576
243,HAR_801,ZOOHAR.255,shared,True,chr14,36111936,36112047,RALGAPA1,302641,strong,nearest_tss,0.28051464435567813,111,3.0580456990948037,8.385000228881836,4,1,,,,Educational attainment,rs12431579,2e-08,13145,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,RALGAPA1,21.0,0.5785573039546169,True,5,0,111,0.04504504504504504,14,10,5,1,6,+JDP2;+Hand1::Tcf3;+ISL2;+NKX2-5;+SMAD2;-ZNF354A,0.3580898541855993,0.09553908747457135,0.52301925,0.0730170315211228,0.0,0.5785573039546169,0.06060606060606061,0.06445617375340787,0.006687736123219995,0.11506423500000001,0.016063746934647016,0.0,0.07521244951410021,0.0030303030303030307
244,HAR_1578,HARsv2_1498,shared,True,chr2,156607100,156607481,NR4A2,274379,strong,nearest_tss,0.28044537665780006,381,2.4651085230898158,8.89900016784668,4,1,,,,Educational attainment (years of education),rs1368250,3e-08,21525,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,NR4A2,12.0,0.8247855515394904,True,4,0,381,0.010498687664041995,144,143,2,1,3,+ZNF558;+ZNF410;-ZNF652,0.2545607186174173,0.02226737786808907,0.54421575,0.02091360291187934,0.0,0.8247855515394904,0.030303030303030304,0.04582092935113511,0.001558716450766235,0.119727465,0.004600992640613455,0.0,0.10722212170013376,0.0015151515151515154
245,HAR_2726,HARsv2_2594,new,False,chr7,13523775,13524025,ETV1,465817,,nearest_tss,0.2799641741811964,250,1.73795274588641,7.111999988555908,0,0,,,,Educational attainment,rs2692473,2e-10,4697,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,True,AG80295,ETV1,25.0,0.555251784468096,False,9,0,250,0.036,34,35,5,6,11,-Spz1;-TBX20;+TFAP4;+MEIS2;-HOXB2::ELK1;+MAFF;-Six4;+TBX18;-ZIM3;+ZNF257;-ZNF354A,0.127596493596983,0.07635483870967742,0.1602549,0.15753455039842734,0.8,0.555251784468096,0.1111111111111111,0.02296736884745694,0.00534483870967742,0.035256078,0.03465760108765401,0.10400000000000001,0.07218273198085248,0.005555555555555556
246,HAR_962,HARsv2_0908,shared,True,chr15,67385789,67386083,SMAD3,253922,definitive,nearest_tss,0.27975661918438227,294,2.901973941126744,8.902999877929688,5,1,,,,Bipolar disorder or Crohn's disease (MTAG),rs72745473,4e-08,14877,"bipolar disorder, Crohn disease","Genetic correlation, shared loci, but no causality between bipolar disorder and inflammatory bowel disease: A genome-wide pleiotropic analysis.",38154582,False,,SMAD3,25.0,0.26774949110973717,False,6,0,294,0.02040816326530612,90,90,5,5,10,+SRF;+POU3F3;-ZNF136;-HOXA5;+Hmx1;-Msgn1;+POU1F1;-RORA;-RORC;+Six3,0.33083911862216786,0.04328505595786702,0.746078,0.05991147736622963,0.0,0.26774949110973717,0.10101010101010101,0.059551041351990214,0.0030299539170506916,0.16413716,0.013180525020570518,0.0,0.03480743384426584,0.005050505050505051
247,HAR_61,HARsv2_0051,shared,True,chr1,61297032,61297513,NFIA,214883,strong,nearest_tss,0.2790373051566611,481,2.8781609763226736,8.902999877929688,4,1,,,,Externalizing behaviour (multivariate analysis),rs332827,3e-17,19544,"social inhibition quality, attention deficit-hyperactivity disorder, substance abuse",Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.,34446935,False,,NFIA,12.0,0.5442738432638461,True,5,0,481,0.010395010395010396,130,129,3,2,5,+NR1D2;-PAX1;+NR1D1;-NR1I2;+PPARA::RXRA,0.3266812824107642,0.02204748172490108,0.58883775,0.0721190611473996,0.0,0.5442738432638461,0.050505050505050504,0.05880263083393756,0.0015433237207430758,0.129544305,0.015866193452427912,0.0,0.07075559962429999,0.0025252525252525255
248,HAR_1575,HARsv2_1495,shared,True,chr2,155762755,155762774,NR4A2,569948,strong,nearest_tss,0.2786670106814667,19,2.697842096027575,6.074999809265137,4,1,,,,Educational attainment,rs148259429,3e-09,10408,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,NR4A2,12.0,0.8247855515394904,True,3,0,19,0.15789473684210525,0,4,0,4,4,-Nanog;-Ddit3::Cebpa;-NFIL3;-ZKSCAN1,0.2951969050449284,0.3348896434634975,0.322539,0.09949267732090455,0.0,0.8247855515394904,0.04040404040404041,0.05313544290808711,0.023442275042444824,0.07095858000000001,0.021888389010599002,0.0,0.10722212170013376,0.0020202020202020206
249,HAR_70,ZOOHAR.306,shared,True,chr1,68692933,68693037,RPE65,242979,definitive,nearest_tss,0.2770152543267679,104,2.321801929991709,6.684999942779541,5,1,,,,Cognitive aspects of educational attainment,rs1492057,1e-08,10844,"cognitive function measurement, self reported educational attainment",Investigating the genetic architecture of noncognitive skills using GWAS-by-subtraction.,33414549,False,,RPE65,25.0,0.2654489773882364,False,5,0,104,0.04807692307692308,45,56,2,13,15,+HNF1B;-OLIG2;-OLIG1;-OLIG3;-ATOH7;-TFAP4;-NEUROG1;-BHLHA15;-BHLHE22;-Atoh1;-BHLHE23;-HAND2;+Lhx3;-MEF2A;-TAL1::TCF3,0.2295388304561269,0.10196960297766751,0.7570209999999999,0.09059840000000001,0.0,0.2654489773882364,0.15151515151515152,0.04131698948210284,0.007137872208436726,0.16654461999999998,0.019931648000000003,0.0,0.03450836706047074,0.007575757575757576
250,HAR_284,HARsv2_0267,shared,True,chr10,68251143,68251598,ATOH7,19030,strong,nearest_tss,0.27684551472544744,455,2.125024392116278,8.902999877929688,4,1,,,,Educational attainment,rs10762199,4e-13,19110,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,ATOH7,35.0,0.43315005328402195,False,8,0,455,0.017582417582417582,159,155,10,6,16,+TBX5;+FERD3L;+ASCL1;+FIGLA;+Hand1::Tcf3;-KLF1;-KLF2;-KLF3;-MEF2A;+OSR1;+Ptf1A;-RORA;+SMAD2;+ZBTB18;+ZEB1;-ZNF582,0.19518070750499114,0.03729174051754697,0.7357275,0.05841909332086265,0.0,0.43315005328402195,0.16161616161616163,0.035132527350898404,0.002610421836228288,0.16186005,0.012852200530589783,0.0,0.05630950692692285,0.008080808080808083
251,HAR_2606,HARsv2_2480,shared,True,chr6,72499098,72499248,KCNQ5,122816,strong,nearest_tss,0.27638695137860303,150,1.203540896621405,6.7729997634887695,4,2,,,,Educational attainment,rs28767928,5e-10,14310,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,KCNQ5,21.0,0.7920837632378809,True,2,0,150,0.013333333333333334,55,53,4,2,6,+SOX21;+Sox1;-ZNF528;+CEBPA;+CEBPD;-ESR1,0.03428610755477922,0.02827956989247312,0.657888,0.07954240852291837,0.0,0.7920837632378809,0.06060606060606061,0.006171499359860259,0.0019795698924731184,0.14473536,0.017499329875042043,0.0,0.10297088922092451,0.0030303030303030307
252,HAR_1038,HARsv2_0983,shared,True,chr16,17718623,17718773,XYLT1,247663,strong,nearest_tss,0.2762886068600843,150,2.9398261216107535,8.861000061035156,4,1,,,,Educational attainment,rs8062736,3e-08,6915,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,XYLT1,9.0,0.43040547899632875,False,5,0,150,0.03333333333333333,113,114,6,7,13,+PAX6;-PHOX2A;-PROP1;+RXRB;-Dlx2;-Dlx5;+DMRTA1;-Gfi1B;+HNF4A;+HNF4G;-HOXB8;-HOXD8;+PBX2,0.3374482564591372,0.07069892473118279,0.5642527500000001,0.10884100968671592,0.0,0.43040547899632875,0.13131313131313133,0.06074068616264469,0.004948924731182796,0.12413560500000002,0.023945022131077503,0.0,0.05595271226952274,0.006565656565656566
253,HAR_1229,HARsv2_1168,new,False,chr18,25078021,25078186,LINC01894,90042,,nearest_tss,0.27570251083466407,165,6.734425174488741,8.902999877929688,0,0,,,,Educational attainment (years of education),rs12962845,2e-09,3883,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,LINC01894,,0.0,False,2,0,165,0.012121212121212121,32,31,2,1,3,+ZNF75D;-ZBTB24;+PLAGL2,1.0,0.02570869990224829,0.2729874,0.14695691966525098,0.0,0.0,0.030303030303030304,0.18,0.0017996089931573806,0.060057228,0.032330522326355214,0.0,0.0,0.0015151515151515154
254,HAR_1020,HARsv2_0965,shared,True,chr16,6709530,6709714,RBFOX1,312775,limited,nearest_tss,0.27557339811889825,184,3.642440091008726,8.902999877929688,2,1,,,,Educational attainment,rs722256,2e-08,1007,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,RBFOX1,12.0,0.7866334330472925,True,5,0,184,0.02717391304347826,81,86,6,11,17,-MEF2B;-MEF2D;+ZBTB32;+HOXA5;+ZNF766;-Thap11;-ZNF35;-Bcl11B;+CDX2;+Hoxa13;+Hoxd13;-KLF17;-Msgn1;-Nfat5;-Nfatc2;-PAX3;-Runx1,0.4601273864472512,0.05763499298737728,0.20616749999999998,0.14777710985122727,0.0,0.7866334330472925,0.1717171717171717,0.08282292956050522,0.00403444950911641,0.04535685,0.03251096416727,0.0,0.10226234629614803,0.008585858585858586
255,HAR_3015,HARsv2_2876,shared,True,chr8,116023278,116023587,TRPS1,354303,definitive,nearest_tss,0.27224613127874825,309,3.3682125199755646,8.890999794006348,5,1,,,,Schizophrenia or ER positive breast cancer (pleiotropy),rs10156333,3e-10,19458,"estrogen-receptor positive breast cancer, schizophrenia",Epidemiological and Genetic Analyses of Schizophrenia and Breast Cancer.,37467357,False,,TRPS1,9.0,0.32113632604053965,False,4,0,309,0.012944983818770227,80,82,2,4,6,+HOXB2::ELK1;-CTCF;-FOXJ2::ELF1;+OSR2;-REST;-Yy1,0.41224618667274665,0.027455893099488468,0.645697,0.0422206352050749,0.0,0.32113632604053965,0.06060606060606061,0.07420431360109439,0.001921912516964193,0.14205334,0.009288539745116479,0.0,0.04174772238527016,0.0030303030303030307
256,HAR_110,HARsv2_0095,new,False,chr1,88150109,88150900,PKN2,533373,,nearest_tss,0.2711799865051329,791,5.80983642930035,8.902000427246094,0,0,,,,Educational attainment,rs4656013,2e-11,11635,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,PKN2,8.0,0.43580359102822486,False,11,0,791,0.01390644753476612,252,251,6,5,11,-RARA;-E2F7;+ZNF528;-ZNF8;-Dux;+Hmx2;+IRF3;-SPIB;+THRA;+TP73;+ZNF274,0.8385632113837655,0.029495126626157175,0.1399881,0.1143933872863607,0.0,0.43580359102822486,0.1111111111111111,0.15094137804907778,0.0020646588638310024,0.030797382,0.025166545202999355,0.0,0.05665446683366923,0.005555555555555556
257,HAR_1543,HARsv2_1466;ZOOHAR.240,shared,True,chr2,143532102,143532455,ZEB2,987665,definitive,nearest_tss,0.2706918806386347,353,2.628175305756027,8.902000427246094,5,1,,,,Intelligence (MTAG),rs4233567,1e-08,17295,intelligence,A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.,29326435,True,AG80295,ZEB2,13.0,0.7323008522083948,True,7,0,353,0.019830028328611898,71,67,6,2,8,+Spz1;-PITX2;+FOXE1;+MEIS2;-OTX2;+SOX12;+SOX14;+ZNF211,0.28303281268152003,0.04205885040665266,0.012334999999999985,0.04931200000000001,0.8,0.7323008522083948,0.08080808080808081,0.050945906282673606,0.0029441195284656864,0.002713699999999997,0.010848640000000001,0.10400000000000001,0.09519911078709133,0.004040404040404041
258,HAR_1871,HARsv2_1777,new,False,chr3,21760068,21760409,ZNF385D,8858,,nearest_tss,0.27017392059348655,341,2.5129184551808224,8.743000030517578,0,0,,,,Educational attainment,rs7650118,1e-08,4393,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,ZNF385D,16.0,0.6668671472951033,True,10,0,341,0.02932551319648094,71,119,13,61,74,-Arnt;+PAX6;-Arid3a;-Creb3l2;-PHOX2A;-PROP1;+RXRG;+Rarb;-Hmga1;-RFX1;-RFX3;-Alx1;-ALX3;-Alx4;-ARGFX;-Arntl;-Arx;-ATF4;-BHLHE40;-CLOCK;-CUX2;-DRGX;-HOXA1;+ELK1::HOXB13;-EMX1;-EMX2;-EN1;-MAX;-ETV5::DRGX;-HOXA2;-EVX1;-EVX2;-GSX1;-HOXA10;-HOXB2;-HOXB3;-HOXB5;-HOXC8;-ISX;-Lhx3;-Lhx4;-LHX6;-Lhx8;-LMX1A;-LMX1B;-mix-a;-MIXL1;-Mlxip;-MLXIPL;-MNT;-MNX1;-NKX6-1;-NKX6-2;-NOTO;+NR2F1;+Nr2f6;-PDX1;-POU6F1;+PPARD;+Pparg::Rxra;-PRRX1;+Rarg;-RFX2;-Shox2;+TFCP2;+THRB;-TLX2;-UNCX;-VAX1;-VAX2;-VSX2;+Yy1;+ZFP42;-ZNF214,0.26290851858891673,0.06219846750543941,0.29734259999999996,0.1318848,0.0,0.6668671472951033,0.7474747474747475,0.04732353334600501,0.00435389272538076,0.06541537199999999,0.029014656,0.0,0.08669272914836343,0.03737373737373738
259,HAR_192,HARsv2_0177,shared,True,chr1,209457495,209457725,IRF6,348434,definitive,nearest_tss,0.2699436971084382,230,2.2308344438557737,8.680000305175781,5,2,,,,Educational attainment,rs12059203,5e-09,4792,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,IRF6,25.0,0.3986649435697641,False,5,2,230,0.021929824561403508,54,57,2,5,7,+ZNF766;-Ahr::Arnt;-Bcl11B;-Msgn1;-MYB;+NKX2-3;-ZNF384,0.21365555380291068,0.046512450481041315,0.651566,0.1341977713219022,0.0,0.3986649435697641,0.0707070707070707,0.03845799968452392,0.0032558715336728924,0.14334452,0.029523509690818482,0.0,0.051826442664069335,0.0035353535353535356
260,HAR_521,HARsv2_0494,shared,True,chr12,22986021,22986572,SOX5,963780,strong,nearest_tss,0.2697679781657865,551,3.265894154238831,8.229999542236328,4,1,,,,Educational attainment,rs7307965,7e-12,6286,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,SOX5,12.0,0.6958320159404583,True,177,172,637,0.38064516129032255,128,130,8,10,18,-PHOX2A;-RXRG;-DUXA;+ARNT::HIF1A;+CREB3L4;+DMRTA2;+ERF::SREBF2;+Hmx3;+ISL2;+NKX2-5;+Nkx3-2;-NR2C2;-PPARA::RXRA;-PPARD;-SIX1;-SIX2;-THRB;-ZNF652,0.3943810023224505,0.8073361082206035,0.027165000000000022,0.16700226822333855,0.0,0.6958320159404583,0.18181818181818182,0.07098858041804108,0.05651352757544225,0.005976300000000005,0.03674049900913448,0.0,0.09045816207225958,0.009090909090909092
261,HAR_454,HARsv2_0429,shared,True,chr11,113073525,113073708,TTC12,240875,strong,nearest_tss,0.26915892920659734,183,1.9501430594396147,8.836000442504883,4,1,,,,LDL levels x SSRI levels interaction in schizophrenia or bipolar disorder,rs141881809,6e-10,4146,"low density lipoprotein cholesterol measurement, response to selective serotonin reuptake inhibitor",Genetic variants associated with cardiometabolic abnormalities during treatment with selective serotonin reuptake inhibitors: a genome-wide association study.,33824429,False,,TTC12,25.0,0.34736847031207324,False,3,0,183,0.01639344262295082,61,76,25,40,65,+SRF;+FOXN3;-ZNF35;-Alx1;-ALX3;+Alx4;-ARGFX;+BARX1;+BSX;+HOXB13;+DLX1;+Dlx3;+Dlx4;+DLX6;-DRGX;-HOXA1;-EMX1;-EMX2;-EN1;+EN2;-HOXA2;-EVX1;-EVX2;+GBX1;+GBX2;-GSX1;+HESX1;-HOXA10;+HOXA7;-HOXB2;-HOXB3;-HOXB5;-HOXC8;-ISX;+LBX2;+LHX2;-Lhx3;-Lhx4;-Lhx8;+LHX9;-LMX1A;-LMX1B;-mix-a;-MIXL1;-MNX1;+MSX1;+MSX2;+Msx3;-NKX6-1;-NKX6-2;+Nobox;-NOTO;-PDX1;-PHOX2B;-POU6F1;-PRRX1;+RAX;+RAX2;+SHOX;-Shox2;-TLX2;-UNCX;-VAX1;-VAX2;-VSX2,0.16464574708808133,0.03476996298254892,0.56934375,0.1538499470595996,0.0,0.34736847031207324,0.6565656565656566,0.029636234475854638,0.0024338974087784247,0.125255625,0.03384698835311191,0.0,0.04515790114056952,0.03282828282828283
262,HAR_1544,HARsv2_1467,shared,True,chr2,143575361,143575908,ZEB2,944212,definitive,nearest_tss,0.2688279391300463,547,4.450053961126506,8.902999877929688,5,1,,,,Educational attainment,rs7563343,3e-13,3669,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,ZEB2,13.0,0.7323008522083948,True,4,0,547,0.007312614259597806,149,145,7,3,10,+PLAG1;-ZNF143;+ZNF558;+LIN54;-Ahr::Arnt;+Foxl2;+SPIC;+ZNF684;+ZNF701;-ZNF76,0.6011399072163394,0.01550981895382438,0.05578799999999995,0.2137004212124599,0.0,0.7323008522083948,0.10101010101010101,0.10820518329894108,0.0010856873267677068,0.012273359999999988,0.047014092666741183,0.0,0.09519911078709133,0.005050505050505051
263,HAR_2263,ZOOHAR.198,shared,True,chr4,151583497,151583665,LRBA,568107,strong,nearest_tss,0.26790325176485996,168,4.227078873236306,8.894000053405762,4,1,,,,Cognitive processing accuracy,rs7695162,2e-10,5725,cognitive function measurement,Cognitive processing speed and accuracy are intrinsically different in genetic architecture and brain phenotypes.,39242605,False,,LRBA,9.0,0.42766784126028257,False,5,0,168,0.02976190476190476,86,87,2,3,5,-EOMES;+MEF2A;+MEF2C;-TBR1;-TCF7L2,0.562207590207568,0.06312403993855607,0.32391974999999995,0.1495581174668614,0.0,0.42766784126028257,0.050505050505050504,0.10119736623736225,0.004418682795698925,0.07126234499999999,0.03290278584270951,0.0,0.05559681936383674,0.0025252525252525255
264,HAR_3173,HARsv2_3026,shared,True,chr9,84136225,84136455,RMI1,155421,limited,nearest_tss,0.2673190989228136,230,1.6123367412011032,6.703000068664551,2,1,,,,Cannabis smoking or cigarette smoking or schizophrenia,rs1246265,4e-08,10376,"smoking status measurement, Cannabis use, schizophrenia",Genome-wide identification of the shared genetic basis of cannabis and cigarette smoking and schizophrenia implicates NCAM1 and neuronal abnormality.,35235886,True,AG80295,RMI1,8.0,0.47494964659470984,False,5,0,230,0.021739130434782608,51,56,2,7,9,-Arid3a;+TBX20;-POU3F4;+ZNF8;-Ddit3::Cebpa;-HOXC10;-HOXC13;-NKX6-3;-POU6F1,0.10566345093262977,0.046107994389901825,0.2533737,0.0865499797494559,0.8,0.47494964659470984,0.09090909090909091,0.01901942116787336,0.003227559607293128,0.055742214,0.0190409955448803,0.10400000000000001,0.06174345405731228,0.004545454545454546
265,HAR_891,HARsv2_0840,shared,True,chr14,102727965,102728081,CDC42BPB,329469,limited,plac_linked,0.26668287444178407,116,2.5725247390855404,8.805999755859375,2,1,CDC42BPB,distal,False,Educational attainment,rs8006699,3e-12,581,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,CDC42BPB,21.0,0.5806767438744358,True,4,0,116,0.034482758620689655,59,55,12,8,20,-FOXL1;-FOXO4;-FOXO6;+ERF::FOXI1;+ERF::FOXO1;-Foxo1;+ETV2::FOXI1;+ETV5::FOXI1;+ETV5::FOXO1;+FLI1::FOXI1;-FOXF2;+FOXJ2::ELF1;-Foxj3;-FOXK2;+FOXO1::ELF1;+FOXO1::ELK1;+FOXO1::ELK3;-Foxo3;+IKZF1;+ZNF675,0.27331600743733936,0.07313681868743048,0.35115929999999995,0.22510174086480045,0.0,0.5806767438744358,0.20202020202020202,0.049196881338721084,0.005119577308120134,0.077255046,0.049522382990256096,0.0,0.07548797670367666,0.010101010101010102
266,HAR_2414,HARsv2_2296,new,False,chr5,103298299,103298616,MACIR,39270,,nearest_tss,0.266569039892121,317,2.8313566927432925,8.887999534606934,0,0,,,,Educational attainment (years of education),rs187580,4e-10,6645,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,True,AG80295,MACIR,,0.0,False,4,0,317,0.012618296529968454,86,73,16,3,19,+FOXI1;+POU5F1B;+FOXB1;+FOXC1;+FOXP4;+FOXS1;+ZNF547;+Bcl11B;-DMRTC2;+FOXA2;+FOXA3;+FOXC2;+Foxl2;-FOXO1::ELK3;+FOXO1::FLI1;-HLF;+POU2F1;+Runx1;+RUNX3,0.3185090725781653,0.026762999898239544,0.288219,0.13799935108734018,0.8,0.0,0.1919191919191919,0.05733163306406975,0.0018734099928767684,0.06340818,0.03035985723921484,0.10400000000000001,0.0,0.009595959595959595
267,HAR_3017,HARsv2_2878,shared,True,chr8,116475609,116475625,RAD21,399152,definitive,nearest_tss,0.2664225966208089,16,1.5271249949000776,3.7669999599456787,5,1,,,,Educational attainment,rs191001562,3e-09,9367,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,RAD21,9.0,0.5045922342024156,False,3,0,16,0.1875,2,0,2,0,2,+DMRTA2;+Isl1,0.0907851488260906,0.39768145161290325,0.600848,0.10659053073997402,0.0,0.5045922342024156,0.020202020202020204,0.016341326788696306,0.02783770161290323,0.13218656,0.023449916762794284,0.0,0.06559699044631404,0.0010101010101010103
268,HAR_1662,HARsv2_1577,shared,True,chr2,207138616,207139166,KLF7,27021,moderate,nearest_tss,0.26598242921217874,550,1.833723932052041,8.902999877929688,3,1,,,,Educational attainment,rs1263671,6e-10,6893,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,KLF7,12.0,0.7136451543379511,True,12,0,550,0.02181818181818182,127,136,3,12,15,-Arid3a;-ZNF143;-ZNF24;-Pgr;-Ar;-GLIS1;+KLF3;+KLF6;-Lef1;-NR3C1;-NR3C2;+PBX3;-SOX10;-ZNF324;-ZNF667,0.1443185149464823,0.046275659824046925,0.4864895,0.13358401224744268,0.0,0.7136451543379511,0.15151515151515152,0.02597733269036681,0.003239296187683285,0.10702769000000001,0.02938848269443739,0.0,0.09277387006393364,0.007575757575757576
